""	"date"	"site"	"depth"	"depthtype"	"Library"	"Sequences"	"depth_m"	"monthyear"	"yearmonth"	"prehurricane"	"disease"	"disturbance"	"temp"	"salinity"	"npoc"	"tn"	"po4"	"no2no3"	"silicate"	"no2"	"nh4"	"Chl"	"Phaeo"	"pro"	"syn"	"peuk"	"hbact"	"BleachCoral"	"CCA"	"CYAN"	"DiseasedCoral"	"HardCoral"	"Macroalgae"	"Other"	"Ramicrusta"	"SoftCoral"	"Sponge"	"Substrate"	"TurfAlgae"	"is.neg"
"538"	"4/11/18"	"Booby Rock"	"Surface"	"surface"	"F2"	" 53304"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.21000"	"36.45000"	" 92.701"	"16.590"	"0.1693"	"-0.0080"	" 1.4238"	" 0.0146"	" 0.1094"	NA	NA	" 43805"	" 92264"	" 1097"	" 560770"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1161"	"6/29/22"	"Europa"	"Surface"	"surface"	"F2"	" 68585"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	"105.400"	" 5.000"	"0.0800"	" 0.0000"	" 0.1000"	" 0.0000"	" 0.2900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"445"	"11/28/17"	"Cocoloba"	"Surface"	"surface"	"H2"	" 57244"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.15000"	"34.77000"	NA	NA	"0.1617"	" 0.3896"	" 2.3020"	" 0.0331"	" 0.0671"	NA	NA	" 49219"	" 36141"	" 1013"	" 558745"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI64"	"6/11/16"	"Cocoloba"	"Surface"	"surface"	"L2"	" 42313"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.65000"	"36.44000"	" 73.486"	" 4.644"	"0.0231"	" 0.0435"	" 1.0195"	" 0.0228"	" 0.1758"	"0.16700000"	NA	" 41752"	" 44423"	"  928"	" 584198"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"112"	"10/28/16"	"Cocoloba"	"Benthic"	"benthic"	"G2"	" 53593"	" 7.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.46000"	"35.74000"	"149.810"	" 3.900"	"0.0927"	" 0.4617"	" 1.5229"	" 0.0583"	" 0.0875"	"0.28000000"	NA	" 17768"	" 49838"	" 1160"	" 520545"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1047"	"10/23/21"	"Tektite"	"Surface"	"surface"	"G2"	" 55641"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.30779"	"34.28132"	" 82.200"	" 7.700"	"0.0700"	" 0.0000"	" 2.2000"	" 0.0100"	" 0.2300"	NA	NA	" 60533"	" 64604"	" 1563"	" 884000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI113"	"10/28/16"	"Dittlif"	"Benthic"	"benthic"	"L2"	" 46890"	" 8.41"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.51000"	"35.73000"	"107.191"	" 6.369"	"0.0758"	" 0.3895"	" 1.5132"	" 0.0294"	" 0.0525"	"0.25000000"	NA	" 17845"	" 57853"	" 1139"	" 635358"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI84"	"6/12/16"	"Ram Head"	"Surface"	"surface"	"L2"	" 41691"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.62000"	"36.28000"	" 76.346"	" 4.877"	"0.0222"	" 0.0601"	" 1.2241"	" 0.0312"	" 0.0235"	"0.19100000"	NA	" 84066"	" 38665"	" 1111"	" 676786"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI59"	"6/11/16"	"Sand patch"	"Benthic"	"benthic"	"L2"	" 51128"	" 9.73"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.48000"	"36.48000"	" 75.040"	" 4.297"	"0.0223"	" 0.0574"	" 1.0200"	" 0.0171"	"-0.0022"	"0.13900000"	NA	" 68316"	" 53466"	" 1463"	" 619144"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.10000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.9000000"	"0.00000000"	"FALSE"
"1111"	"6/25/22"	"Joels Shoal"	"Surface"	"surface"	"H2"	" 47832"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 72.400"	" 4.700"	"0.0800"	" 0.0000"	" 0.6000"	" 0.0000"	" 0.2700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1018"	"10/21/21"	"Cocoloba"	"Benthic"	"benthic"	"F2"	" 44716"	" 6.40"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.69039"	"34.87366"	" 71.600"	" 7.900"	"0.0900"	" 0.5000"	" 1.9000"	" 0.0400"	" 0.3600"	"0.22394710"	"0.07996569"	" 11476"	" 51460"	" 1825"	" 659000"	"0.00"	"0.01000000"	"0.13000000"	"0.07000000"	"0.02666667"	"0.26250000"	"0.06000000"	"0.09666667"	"0.01333333"	"0.00000000"	"0.2125000"	"0.35000000"	"FALSE"
"531"	"4/11/18"	"Tektite"	"Benthic"	"benthic"	"H2"	" 56453"	"10.00"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.19000"	"36.50000"	" 76.673"	" 6.270"	"0.1723"	" 0.2126"	" 1.4236"	" 0.0246"	" 0.1690"	"0.12375437"	"0.07075829"	" 34805"	" 71494"	" 1181"	" 435122"	"0.00"	"0.09000000"	"0.00000000"	"0.00000000"	"0.27166667"	"0.38500000"	"0.00000000"	"0.07200000"	"0.02000000"	"0.01000000"	"0.1933333"	"0.04000000"	"FALSE"
"1124"	"6/24/22"	"Booby Rock"	"Surface"	"surface"	"G2"	" 60041"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	"28.64000"	"35.79000"	" 81.800"	" 7.800"	"0.0800"	" 0.0000"	" 0.0000"	" 0.0100"	" 0.4400"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI135"	"10/28/16"	"Joels Shoal"	"Benthic"	"benthic"	"L2"	" 58270"	"14.82"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.52000"	"35.74000"	" 96.614"	" 6.938"	"0.0397"	" 0.1311"	" 1.3301"	" 0.0272"	" 0.0438"	"0.36400000"	NA	" 29869"	"106945"	" 1434"	" 758714"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"673"	"11/6/18"	"Dittlif"	"Surface"	"surface"	"G2"	" 46664"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.44000"	"32.95000"	" 82.404"	" 5.397"	"0.1701"	" 1.2208"	" 2.9140"	" 0.0631"	" 0.2790"	NA	NA	" 16566"	" 40711"	" 3347"	" 838069"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1001"	"10/20/21"	"Europa"	"Benthic"	"benthic"	"H2"	" 57742"	" 7.10"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.93186"	"35.09782"	" 92.800"	" 8.500"	"0.1200"	" 0.5000"	" 1.4000"	" 0.0300"	" 0.4600"	"0.49040410"	"0.22845353"	"     0"	" 84116"	" 2902"	"1060000"	"0.00"	"0.01000000"	"0.10500000"	"0.02000000"	"0.05500000"	"0.41250000"	"0.01500000"	"0.03666667"	"0.02250000"	"0.05000000"	"0.1375000"	"0.18750000"	"FALSE"
"375"	"7/28/17"	"Dittlif"	"Benthic"	"benthic"	"G2"	" 58424"	" 9.27"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.36000"	"34.65000"	" 71.046"	" 3.449"	"0.1682"	" 0.2125"	" 2.1606"	" 0.0655"	" 0.0612"	"0.14141897"	"0.09780063"	" 96441"	" 20475"	" 1842"	" 685688"	"0.00"	"0.01500000"	"0.01000000"	"0.00000000"	"0.11000000"	"0.28666667"	"0.02000000"	"0.03000000"	"0.07000000"	"0.03000000"	"0.3600000"	"0.17000000"	"FALSE"
"415"	"7/29/17"	"Booby Rock"	"Benthic"	"benthic"	"F2"	" 37094"	" 9.01"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.27000"	"34.94000"	" 79.438"	" 7.721"	"0.1626"	" 0.0436"	" 8.3952"	"-0.0050"	" 0.0748"	"0.21836979"	"0.10747843"	" 84853"	" 35494"	" 1294"	" 778472"	"0.00"	"0.00000000"	"0.02500000"	"0.00000000"	"0.16333333"	"0.11833333"	"0.04000000"	"0.07000000"	"0.26166667"	"0.07833333"	"0.2683333"	"0.06000000"	"FALSE"
"1016"	"10/21/21"	"Joels Shoal"	"Surface"	"surface"	"G2"	" 44866"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.73558"	"34.86725"	" 73.500"	" 6.100"	"0.0700"	" 0.2000"	" 0.9000"	" 0.0200"	" 0.3000"	NA	NA	" 16138"	" 85193"	" 2285"	" 872000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1019"	"10/21/21"	"Dittlif"	"Benthic"	"benthic"	"G2"	" 67558"	" 7.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.78160"	"34.89886"	" 72.100"	" 7.100"	"0.1000"	" 0.7000"	" 0.8000"	" 0.0500"	" 0.3100"	"0.26614896"	"0.12865518"	"  9585"	" 50291"	" 1628"	" 632000"	"0.00"	"0.03333333"	"0.00000000"	"0.00000000"	"0.10000000"	"0.24000000"	"0.02000000"	"0.02000000"	"0.07750000"	"0.02250000"	"0.2300000"	"0.28500000"	"FALSE"
"945"	"1/20/21"	"Europa"	"Surface"	"surface"	"G2"	" 62810"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.74000"	"35.69000"	" 75.600"	" 9.400"	"0.0704"	" 0.1325"	" 0.7232"	" 0.0237"	" 7.7039"	NA	NA	"  9822"	" 43069"	"  840"	" 626787"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"244"	"3/25/17"	"Ram Head"	"Benthic"	"benthic"	"G2"	" 48817"	" 8.43"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.48000"	"36.87000"	NA	NA	"0.1869"	" 0.2835"	" 1.2363"	" 0.0464"	" 0.1489"	"0.16503135"	"0.09831224"	" 35536"	" 62381"	" 1434"	" 589050"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"630"	"11/6/18"	"Europa"	"Benthic"	"benthic"	"G2"	" 48421"	"14.30"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.50000"	"33.08000"	" 83.426"	" 3.922"	"0.1411"	" 0.8474"	" 2.9319"	"-0.0044"	" 0.1537"	"0.32878635"	"0.19461667"	" 85458"	" 79186"	" 2081"	" 881733"	"0.01"	"0.01000000"	"0.08333333"	"0.00000000"	"0.08333333"	"0.40833333"	"0.03000000"	"0.02500000"	"0.09000000"	"0.05400000"	"0.2583333"	"0.00000000"	"FALSE"
"1115"	"6/25/22"	"Joels Shoal"	"Benthic"	"benthic"	"G2"	" 59785"	"11.30"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	"114.300"	" 5.600"	"0.0800"	" 0.3000"	" 0.4000"	" 0.0300"	" 0.4000"	"0.16267739"	"0.07857976"	NA	NA	NA	NA	"0.01"	"0.06000000"	"0.03000000"	"0.00000000"	"0.05000000"	"0.17000000"	"0.07333333"	"0.22250000"	"0.13500000"	"0.09000000"	"0.1200000"	"0.15750000"	"FALSE"
"344"	"7/26/17"	"Yawzi"	"Benthic"	"benthic"	"G2"	" 54415"	"10.46"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"28.90000"	"34.98000"	" 73.907"	" 8.374"	"0.1522"	" 0.2629"	" 2.0632"	" 0.0153"	" 0.0566"	"0.15864962"	"0.06537305"	" 68231"	" 45802"	" 1519"	" 645342"	"0.00"	"0.05666667"	"0.02750000"	"0.00000000"	"0.12833333"	"0.30666667"	"0.02600000"	"0.02000000"	"0.10166667"	"0.06000000"	"0.2216667"	"0.16000000"	"FALSE"
"826"	"8/7/20"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 63055"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.47000"	"35.50000"	" 79.300"	"10.100"	"0.0537"	" 0.0755"	" 2.3233"	" 0.0247"	" 0.3093"	"0.12352515"	"0.04121026"	" 79954"	" 21823"	"  473"	" 569943"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"291"	"3/27/17"	"Cocoloba"	"Surface"	"surface"	"F2"	" 44440"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.63000"	"36.68000"	" 70.959"	" 6.108"	"0.1700"	" 0.2186"	" 1.1372"	" 0.0249"	" 0.1884"	NA	NA	" 18169"	" 60117"	" 2138"	" 440494"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1063"	"10/25/21"	"Booby Rock"	"Surface"	"surface"	"H2"	" 54073"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.33032"	"33.93032"	" 85.700"	" 6.100"	"0.0700"	" 0.1000"	" 4.2000"	" 0.0100"	" 0.2700"	NA	NA	" 51670"	" 41677"	"  985"	" 828000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"809"	"8/6/20"	"Yawzi"	"Surface"	"surface"	"F2"	" 62355"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	NA	NA	" 81.300"	" 9.700"	"0.0573"	" 0.0154"	" 1.7903"	" 0.0207"	" 0.3396"	"0.25659963"	"0.06926135"	" 39327"	" 62398"	"  473"	" 588747"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1119"	"6/25/22"	"Cocoloba"	"Benthic"	"benthic"	"H2"	" 57882"	" 6.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 69.900"	" 5.200"	"0.0800"	" 0.3000"	" 0.3000"	" 0.0300"	" 0.2900"	"0.22764361"	"0.09084536"	NA	NA	NA	NA	"0.01"	"0.03000000"	"0.00000000"	"0.00000000"	"0.04000000"	"0.23750000"	"0.01500000"	"0.07333333"	"0.03500000"	"0.02000000"	"0.2175000"	"0.41500000"	"FALSE"
"USVI85"	"6/12/16"	"Ram Head"	"Benthic"	"benthic"	"L2"	" 31364"	"10.70"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.58000"	"36.28000"	" 73.984"	" 4.784"	"0.0202"	" 0.0967"	" 1.5123"	" 0.0122"	" 0.0575"	"0.17400000"	NA	" 92953"	" 39825"	" 1631"	" 634205"	"0.00"	"0.00000000"	"0.05500000"	"0.00000000"	"0.07500000"	"0.23833333"	"0.04000000"	"0.00000000"	"0.08000000"	"0.03666667"	"0.4700000"	"0.14500000"	"FALSE"
"USVI186"	"10/29/16"	"Yawzi"	"Benthic"	"benthic"	"L2"	" 52874"	"11.25"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.53000"	"35.75000"	" 89.163"	" 6.425"	"0.1024"	" 0.8772"	" 1.6651"	" 0.0581"	" 0.3063"	"0.36300000"	NA	" 27366"	" 50977"	" 1702"	" 482695"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI134"	"10/28/16"	"Sand patch"	"Benthic"	"benthic"	"L2"	" 54595"	" 9.70"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.64000"	"35.77000"	"131.822"	" 3.900"	"0.0308"	" 0.0538"	" 1.3013"	" 0.0272"	" 0.0350"	"0.31700000"	NA	" 31683"	"122316"	" 1772"	" 830025"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"944"	"1/20/21"	"Europa"	"Benthic"	"benthic"	"F2"	" 42717"	" 9.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.67000"	"35.69000"	" 75.900"	" 7.800"	"0.0787"	" 0.2673"	" 0.5812"	" 0.0221"	" 0.5963"	"0.16763688"	"0.06495719"	" 11555"	" 51867"	" 1064"	" 659259"	"0.00"	"0.00000000"	"0.02500000"	"0.02000000"	"0.07750000"	"0.43000000"	"0.02000000"	"0.00000000"	"0.04250000"	"0.11500000"	"0.1300000"	"0.18250000"	"FALSE"
"USVI87"	"6/12/16"	"Ram Head"	"Benthic"	"benthic"	"L2"	" 46149"	"10.70"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.58000"	"36.28000"	" 75.159"	" 5.951"	"0.0174"	" 0.1400"	" 1.3623"	"-0.0011"	" 0.0847"	"0.17400000"	NA	" 90563"	" 41808"	" 1842"	" 663553"	"0.00"	"0.00000000"	"0.05500000"	"0.00000000"	"0.07500000"	"0.23833333"	"0.04000000"	"0.00000000"	"0.08000000"	"0.03666667"	"0.4700000"	"0.14500000"	"FALSE"
"355"	"7/27/17"	"Tektite"	"Surface"	"surface"	"H2"	" 72102"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.52000"	"34.89000"	" 79.212"	" 8.978"	"0.1577"	" 0.2367"	" 2.3584"	" 0.0378"	" 0.2806"	NA	NA	"111347"	" 17480"	" 1055"	" 848194"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"347"	"7/26/17"	"Sand patch"	"Surface"	"surface"	"G2"	" 49358"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"28.99000"	"35.03000"	" 89.978"	" 7.572"	"0.1636"	" 0.1936"	" 1.9333"	" 0.0236"	" 0.0976"	NA	NA	" 84178"	" 48248"	" 1716"	" 658167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"547"	"4/11/18"	"Yawzi"	"Surface"	"surface"	"G2"	" 51713"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.64000"	"36.48000"	" 84.339"	" 7.435"	"0.1754"	" 0.1229"	" 1.5816"	" 0.0237"	" 0.2983"	NA	NA	" 52734"	" 90872"	" 1153"	" 713405"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"474"	"11/29/17"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 40973"	" 9.44"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.03000"	"34.80000"	NA	NA	"0.1562"	" 0.0093"	" 2.6404"	" 0.0195"	" 0.0450"	"0.14537564"	"0.08175550"	" 48192"	" 35100"	"  717"	" 480431"	"0.01"	"0.03000000"	"0.15000000"	"0.00000000"	"0.18166667"	"0.15500000"	"0.03250000"	"0.00000000"	"0.20833333"	"0.06500000"	"0.2750000"	"0.15500000"	"FALSE"
"542"	"4/11/18"	"Ram Head"	"Surface"	"surface"	"G2"	" 59188"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.31000"	"36.28000"	" 74.165"	" 6.514"	"0.1688"	" 0.0667"	" 1.2653"	" 0.0222"	" 0.1004"	NA	NA	" 67359"	" 58528"	" 1223"	" 533123"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"52"	"6/11/16"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 71668"	" 9.76"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.63000"	"36.42000"	" 69.991"	" 4.590"	"0.0251"	" 0.0657"	" 1.3929"	" 0.0177"	"-0.0062"	"0.16600000"	NA	" 77316"	" 42244"	" 1730"	" 587770"	"0.00"	"0.01000000"	"0.01000000"	"0.00000000"	"0.17166667"	"0.02400000"	"0.09800000"	"0.00000000"	"0.08500000"	"0.06833333"	"0.5683333"	"0.00000000"	"FALSE"
"1136"	"6/27/22"	"Tektite"	"Surface"	"surface"	"H2"	" 56447"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 76.000"	" 4.600"	"0.0900"	" 0.0000"	" 0.5000"	" 0.0100"	" 0.3700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1045"	"10/23/21"	"Tektite"	"Benthic"	"benthic"	"G2"	" 60195"	" 9.20"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.30964"	"34.32814"	" 89.900"	" 9.000"	"0.0800"	" 0.2000"	" 1.9000"	" 0.0200"	" 0.3600"	"0.16986848"	"0.11120614"	" 31356"	" 46273"	" 1838"	" 617000"	"0.00"	"0.01000000"	"0.12500000"	"0.00000000"	"0.13500000"	"0.30000000"	"0.03750000"	"0.07250000"	"0.03000000"	"0.05750000"	"0.1675000"	"0.10333333"	"FALSE"
"USVI62"	"6/11/16"	"Dittlif"	"Surface"	"surface"	"L2"	" 48106"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.66000"	"36.43000"	" 79.890"	" 6.279"	"0.0339"	" 0.2109"	" 1.4288"	" 0.0200"	" 0.1612"	"0.13200000"	NA	" 49092"	" 31823"	"  998"	" 595856"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1159"	"6/29/22"	"Europa"	"Benthic"	"benthic"	"H2"	" 61046"	" 7.40"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 70.600"	" 4.700"	"0.1400"	" 0.2000"	" 0.8000"	" 0.0100"	" 0.3800"	"0.27518488"	"0.10766912"	NA	NA	NA	NA	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.08750000"	"0.36000000"	"0.01500000"	"0.05333333"	"0.03500000"	"0.04750000"	"0.2325000"	"0.25333333"	"FALSE"
"380"	"7/28/17"	"Cocoloba"	"Benthic"	"benthic"	"F2"	" 44366"	" 7.53"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.33000"	"35.07000"	" 76.720"	" 3.256"	"0.1653"	" 0.1805"	" 2.0307"	" 0.0561"	" 0.1022"	"0.17728426"	"0.10309831"	" 62184"	" 36366"	" 2334"	" 753469"	"0.00"	"0.03000000"	"0.03000000"	"0.00000000"	"0.06500000"	"0.46333333"	"0.01500000"	"0.01000000"	"0.05166667"	"0.01000000"	"0.3100000"	"0.08333333"	"FALSE"
"268"	"3/26/17"	"Sand patch"	"Surface"	"surface"	"G2"	" 47378"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.46000"	"36.71000"	" 86.286"	" 6.466"	"0.1687"	" 0.1919"	" 1.1806"	" 0.0299"	" 0.0903"	NA	NA	" 19364"	" 66994"	" 1420"	" 504591"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"844"	"8/8/20"	"Ram Head"	"Surface"	"surface"	"F2"	" 47800"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.82000"	"35.90000"	" 77.700"	" 9.400"	"0.0569"	" 0.2543"	" 1.7583"	" 0.0266"	" 0.3392"	"0.24612618"	"0.07560338"	" 29702"	" 60205"	"  551"	" 700437"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"314"	"3/28/17"	"Europa"	"Surface"	"surface"	"F2"	" 56790"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.90000"	"36.68000"	" 82.716"	" 6.073"	"0.1650"	" 0.0966"	" 0.9736"	" 0.0015"	" 0.1657"	NA	NA	" 44255"	" 96356"	" 1786"	" 403341"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"488"	"11/29/17"	"Yawzi"	"Benthic"	"benthic"	"G2"	" 55152"	" 5.24"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.20000"	"34.80000"	" 76.813"	" 7.923"	"0.1863"	" 0.1155"	" 2.3190"	" 0.0153"	" 0.1461"	"0.68597137"	"0.26891770"	" 56700"	" 83377"	" 1406"	" 773705"	"0.00"	"0.03333333"	"0.00000000"	"0.00000000"	"0.12333333"	"0.29500000"	"0.02250000"	"0.00000000"	"0.06000000"	"0.07833333"	"0.2716667"	"0.14000000"	"FALSE"
"USVI91"	"6/12/16"	"Booby Rock"	"Benthic"	"benthic"	"L2"	" 47511"	"13.09"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.62000"	"36.34000"	" 73.045"	" 4.817"	"0.0226"	" 0.0518"	" 1.2237"	" 0.0215"	" 0.0251"	"0.17000000"	NA	" 70566"	" 27745"	" 1111"	" 512452"	"0.00"	"0.01000000"	"0.03000000"	"0.00000000"	"0.16166667"	"0.07800000"	"0.03600000"	"0.00000000"	"0.19000000"	"0.03000000"	"0.5166667"	"0.00000000"	"FALSE"
"310"	"3/28/17"	"Yawzi"	"Surface"	"surface"	"F2"	" 48315"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"27.00000"	"36.63000"	" 80.624"	" 5.868"	"0.1812"	" 0.1819"	" 1.1434"	" 0.0188"	" 0.1115"	NA	NA	" 27844"	" 89747"	" 2292"	" 412875"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"911"	"1/18/21"	"Booby Rock"	"Surface"	"surface"	"F2"	" 54682"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.66000"	"35.68000"	" 74.400"	" 7.600"	"0.0787"	" 0.1794"	" 1.0120"	" 0.0312"	" 1.5775"	NA	NA	" 20300"	" 70473"	" 1221"	" 757359"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI56"	"6/11/16"	"Joels Shoal"	"Surface"	"surface"	"L2"	" 51968"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.60000"	"36.41000"	" 74.513"	" 6.117"	"0.0191"	" 0.0407"	" 1.0194"	" 0.0141"	" 0.1412"	"0.17100000"	NA	" 78525"	" 47995"	" 1406"	" 622153"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"611"	"11/5/18"	"Ram Head"	"Benthic"	"benthic"	"G2"	" 53750"	"10.32"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.61000"	"33.16000"	" 82.088"	" 5.041"	"0.1536"	" 0.9788"	" 3.4386"	" 0.0106"	" 0.0658"	"0.14228689"	"0.12180123"	" 70805"	" 16819"	"  802"	" 709622"	"0.00"	"0.02000000"	"0.03600000"	"0.00000000"	"0.06000000"	"0.36000000"	"0.02200000"	"0.12666667"	"0.03333333"	"0.02000000"	"0.3933333"	"0.19000000"	"FALSE"
"543"	"4/11/18"	"Booby Rock"	"Surface"	"surface"	"H2"	" 56352"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.21000"	"36.45000"	" 92.701"	"16.590"	"0.1693"	"-0.0080"	" 1.4238"	" 0.0146"	" 0.1094"	NA	NA	" 43805"	" 92264"	" 1097"	" 560770"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
