""	"date"	"site"	"depth"	"depthtype"	"Library"	"Sequences"	"depth_m"	"monthyear"	"yearmonth"	"prehurricane"	"disease"	"disturbance"	"temp"	"salinity"	"npoc"	"tn"	"po4"	"no2no3"	"silicate"	"no2"	"nh4"	"Chl"	"Phaeo"	"pro"	"syn"	"peuk"	"hbact"	"BleachCoral"	"CCA"	"CYAN"	"DiseasedCoral"	"HardCoral"	"Macroalgae"	"Other"	"Ramicrusta"	"SoftCoral"	"Sponge"	"Substrate"	"TurfAlgae"	"is.neg"
"1039"	"10/22/21"	"Yawzi"	"Benthic"	"benthic"	"F2"	" 65462"	" 8.90"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.60135"	"34.69132"	" 95.300"	" 9.700"	"0.1200"	" 0.3000"	" 1.1000"	" 0.0200"	" 0.5100"	"0.17760066"	"0.10506393"	" 24318"	" 54493"	" 1996"	" 621000"	"0.00"	"0.08250000"	"0.03000000"	"0.00000000"	"0.04750000"	"0.32750000"	"0.02500000"	"0.09500000"	"0.04000000"	"0.04000000"	"0.1450000"	"0.17500000"	"FALSE"
"1048"	"10/23/21"	"Ram Head"	"Surface"	"surface"	"F2"	" 67320"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.29664"	"34.36653"	" 87.300"	" 7.800"	"0.0700"	" 0.1000"	" 3.0000"	" 0.0100"	" 0.2100"	NA	NA	" 51486"	" 82961"	" 1956"	" 912000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"573"	"4/12/18"	"Sand patch"	"Benthic"	"benthic"	"H2"	" 63640"	" 9.14"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.51000"	"36.48000"	" 73.442"	" 6.716"	"0.1612"	" 0.0000"	" 1.4230"	" 0.0178"	" 0.1973"	"0.16084494"	"0.05938737"	" 39811"	"100294"	" 1223"	" 618750"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"1.0000000"	"0.00000000"	"FALSE"
"USVI126"	"10/28/16"	"Booby Rock"	"Surface"	"surface"	"L2"	" 53309"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.44000"	"35.71000"	" 89.645"	" 5.797"	"0.0325"	" 0.0157"	" 1.6182"	" 0.0056"	" 0.0175"	NA	NA	" 45633"	" 88988"	" 1814"	" 753652"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1009"	"10/21/21"	"Dittlif"	"Surface"	"surface"	"F2"	" 63776"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.78607"	"34.89662"	" 71.500"	" 8.600"	"0.0800"	" 0.4000"	" 1.9000"	" 0.0400"	" 0.3300"	NA	NA	" 11384"	" 64367"	" 2062"	" 754000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"463"	"11/29/17"	"Joels Shoal"	"Surface"	"surface"	"G2"	" 57680"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.04000"	"34.80000"	" 76.272"	" 9.427"	"0.1507"	" 0.0410"	" 2.5019"	" 0.0058"	" 0.2486"	NA	NA	" 60525"	" 41822"	"  816"	" 538678"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"595"	"4/13/18"	"Cocoloba"	"Surface"	"surface"	"H2"	" 60076"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.31000"	"36.55000"	" 70.085"	" 6.902"	"0.1684"	" 0.1321"	" 1.4233"	" 0.0377"	" 0.1832"	NA	NA	" 19153"	" 70045"	" 1097"	" 583959"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1042"	"10/22/21"	"Yawzi"	"Surface"	"surface"	"F2"	" 53924"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.60672"	"34.58244"	" 75.900"	" 8.200"	"0.0700"	" 0.0000"	" 2.3000"	" 0.0100"	" 0.2900"	NA	NA	" 42859"	" 85587"	" 1746"	" 841000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"634"	"11/6/18"	"Sand patch"	"Surface"	"surface"	"F2"	" 58396"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.59000"	"33.13000"	" 85.145"	" 4.682"	"0.1300"	" 0.0455"	" 3.4650"	"-0.0133"	"-0.0083"	NA	NA	"129488"	" 58950"	" 1645"	" 965391"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"453"	"11/28/17"	"Dittlif"	"Benthic"	"benthic"	"H2"	" 57354"	" 7.90"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.13000"	"34.64000"	" 72.123"	" 8.560"	"0.1556"	" 0.3795"	" 2.4712"	" 0.0346"	" 0.0897"	"0.15852199"	"0.12018661"	" 63056"	" 30642"	"  703"	" 482288"	"0.01"	"0.02000000"	"0.00000000"	"0.00000000"	"0.17666667"	"0.25666667"	"0.02000000"	"0.00000000"	"0.04500000"	"0.03250000"	"0.3316667"	"0.14833333"	"FALSE"
"377"	"7/28/17"	"Cocoloba"	"Surface"	"surface"	"F2"	" 52667"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.53000"	"35.00000"	" 75.656"	" 8.305"	"0.1583"	" 0.4333"	" 1.7592"	" 0.0080"	" 0.1467"	NA	NA	" 76359"	" 37448"	" 2363"	" 749419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"381"	"7/28/17"	"Europa"	"Benthic"	"benthic"	"G2"	" 69331"	" 8.69"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.24000"	"35.14000"	" 73.850"	" 8.395"	"0.1686"	" 0.3835"	" 1.9952"	" 0.0289"	" 0.0802"	"0.18238963"	"0.10432499"	" 65067"	" 24033"	" 1673"	" 546623"	"0.00"	"0.01500000"	"0.03600000"	"0.00000000"	"0.08833333"	"0.40000000"	"0.02666667"	"0.08400000"	"0.10166667"	"0.04166667"	"0.1733333"	"0.07666667"	"FALSE"
"691"	"11/7/18"	"Yawzi"	"Benthic"	"benthic"	"H2"	" 49430"	"11.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.31000"	"33.17000"	" 86.010"	" 3.903"	"0.1408"	" 0.3419"	" 2.6148"	"-0.0038"	" 0.1175"	"0.32112828"	"0.25154963"	" 94908"	" 88256"	" 2095"	" 878414"	"0.00"	"0.02500000"	"0.00000000"	"0.00000000"	"0.12166667"	"0.27666667"	"0.05833333"	"0.02666667"	"0.04833333"	"0.05833333"	"0.3683333"	"0.09333333"	"FALSE"
"536"	"4/11/18"	"Tektite"	"Benthic"	"benthic"	"G2"	" 57384"	"10.00"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.19000"	"36.50000"	" 76.673"	" 6.270"	"0.1723"	" 0.2126"	" 1.4236"	" 0.0246"	" 0.1690"	"0.12375437"	"0.07075829"	" 34805"	" 71494"	" 1181"	" 435122"	"0.00"	"0.09000000"	"0.00000000"	"0.00000000"	"0.27166667"	"0.38500000"	"0.00000000"	"0.07200000"	"0.02000000"	"0.01000000"	"0.1933333"	"0.04000000"	"FALSE"
"311"	"3/28/17"	"Yawzi"	"Surface"	"surface"	"G2"	" 48596"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"27.00000"	"36.63000"	" 80.624"	" 5.868"	"0.1812"	" 0.1819"	" 1.1434"	" 0.0188"	" 0.1115"	NA	NA	" 27844"	" 89747"	" 2292"	" 412875"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1114"	"6/25/22"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 42036"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 72.400"	" 4.700"	"0.0800"	" 0.0000"	" 0.6000"	" 0.0000"	" 0.2700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"867"	"8/9/20"	"Dittlif"	"Surface"	"surface"	"G2"	" 60108"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.56000"	"35.74000"	" 77.200"	" 9.400"	"0.0609"	" 0.0570"	" 2.1879"	" 0.0548"	" 0.3557"	"0.17157983"	"0.08482158"	" 28835"	" 27141"	"  735"	" 670617"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"561"	"4/12/18"	"Sand patch"	"Surface"	"surface"	"F2"	" 51186"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.73000"	"36.50000"	" 70.972"	" 6.275"	"0.1644"	" 0.1079"	" 1.4230"	" 0.0193"	" 0.1282"	NA	NA	" 25313"	" 60075"	"  900"	" 481711"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI174"	"10/29/16"	"Tektite"	"Benthic"	"benthic"	"L2"	" 59098"	" 9.00"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.52000"	"35.72000"	" 96.504"	" 6.097"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"352"	"7/27/17"	"Joels Shoal"	"Benthic"	"benthic"	"G2"	" 71943"	" 8.57"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.04000"	"35.07000"	" 77.423"	" 3.790"	"0.1599"	" 0.0884"	" 2.1429"	" 0.0606"	"-0.0004"	"0.14805597"	"0.08345005"	"143452"	" 33145"	" 2686"	" 828914"	"0.00"	"0.01000000"	"0.01000000"	"0.00000000"	"0.14166667"	"0.03666667"	"0.02800000"	"0.20666667"	"0.30666667"	"0.12000000"	"0.1400000"	"0.02000000"	"FALSE"
"604"	"11/5/18"	"Tektite"	"Surface"	"surface"	"F2"	" 52793"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.66000"	"33.07000"	" 85.289"	" 3.893"	"0.1393"	" 1.1550"	" 3.6190"	" 0.0071"	" 0.0704"	NA	NA	" 88116"	" 24947"	" 1238"	" 849347"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"175"	"10/29/16"	"Tektite"	"Benthic"	"benthic"	"G2"	" 67522"	" 8.25"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.52000"	"35.72000"	" 96.504"	" 6.097"	"0.0715"	" 0.1784"	" 1.5036"	" 0.0222"	" 0.1050"	"0.36300000"	NA	" 28842"	"101152"	" 2067"	" 821869"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI137"	"10/28/16"	"Sand patch"	"Surface"	"surface"	"L2"	" 54388"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.63000"	"35.77000"	" 93.981"	" 6.307"	"0.0339"	" 0.1023"	" 1.2245"	" 0.0453"	" 0.1663"	NA	NA	" 30909"	"116494"	"  928"	" 750923"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1157"	"6/29/22"	"Europa"	"Benthic"	"benthic"	"F2"	" 45133"	" 7.40"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 70.600"	" 4.700"	"0.1400"	" 0.2000"	" 0.8000"	" 0.0100"	" 0.3800"	"0.29936157"	"0.12984420"	NA	NA	NA	NA	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.08750000"	"0.36000000"	"0.01500000"	"0.05333333"	"0.03500000"	"0.04750000"	"0.2325000"	"0.25333333"	"FALSE"
"USVI57"	"6/11/16"	"Joels Shoal"	"Benthic"	"benthic"	"L2"	" 48121"	" 9.76"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.63000"	"36.42000"	" 72.164"	" 5.412"	"0.0229"	" 0.0462"	" 1.2235"	" 0.0260"	" 0.0262"	"0.16600000"	NA	" 60581"	" 40472"	" 1519"	" 545808"	"0.00"	"0.01000000"	"0.01000000"	"0.00000000"	"0.17166667"	"0.02400000"	"0.09800000"	"0.00000000"	"0.08500000"	"0.06833333"	"0.5683333"	"0.00000000"	"FALSE"
"1143"	"6/24/22"	"Booby Rock"	"Surface"	"surface"	"H2"	" 57673"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	"28.64000"	"35.79000"	" 81.800"	" 7.800"	"0.0800"	" 0.0000"	" 0.0000"	" 0.0100"	" 0.4400"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"187"	"10/29/16"	"Europa"	"Benthic"	"benthic"	"F2"	" 50117"	" 7.94"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.55000"	"35.41000"	"190.727"	" 3.900"	"0.0469"	" 0.4550"	" 1.2437"	" 0.0490"	" 0.1663"	"0.52600000"	NA	" 22275"	" 79003"	" 1406"	" 626428"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"914"	"1/18/21"	"Ram Head"	"Benthic"	"benthic"	"F2"	" 55850"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.65000"	"35.65000"	" 78.200"	" 8.500"	"0.0823"	" 0.1134"	" 0.4213"	" 0.0308"	" 0.5419"	"0.35055268"	"0.13720853"	" 17648"	" 69016"	" 1379"	" 718821"	"0.00"	"0.06000000"	"0.03333333"	"0.00000000"	"0.11750000"	"0.15500000"	"0.05000000"	"0.08500000"	"0.09500000"	"0.16750000"	"0.0725000"	"0.18750000"	"FALSE"
"USVI203"	"10/29/16"	"Tektite"	"Surface"	"surface"	"L2"	" 80229"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.64000"	"35.74000"	"113.350"	" 7.224"	"0.0324"	" 0.0955"	" 3.8718"	" 0.0253"	" 0.0825"	NA	NA	" 31570"	"128602"	" 2517"	" 925664"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"506"	"11/30/17"	"Tektite"	"Benthic"	"benthic"	"G2"	" 63687"	" 9.10"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 76.988"	" 7.067"	"0.1834"	" 0.2144"	" 2.3705"	" 0.0646"	" 0.2272"	"0.24863191"	"0.11346144"	" 35030"	" 37280"	" 1209"	" 512438"	"0.01"	"0.04000000"	"0.00000000"	"0.00000000"	"0.28500000"	"0.33166667"	"0.04000000"	"0.00000000"	"0.03000000"	"0.08166667"	"0.2133333"	"0.02250000"	"FALSE"
"842"	"8/8/20"	"Tektite"	"Surface"	"surface"	"G2"	" 50508"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.69000"	"35.70000"	" 78.300"	" 7.100"	"0.0613"	" 0.0052"	" 1.9186"	" 0.0243"	" 0.3088"	"0.04408092"	"0.16491238"	" 56042"	" 29255"	"  446"	" 543550"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"442"	"11/27/17"	"Ram Head"	"Benthic"	"benthic"	"H2"	" 66573"	" 6.10"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 80.300"	" 8.984"	"0.1644"	" 0.0904"	" 2.4508"	" 0.0261"	" 0.0112"	"0.05462755"	"0.02594531"	" 52256"	" 59105"	" 1209"	" 733598"	"0.00"	"0.00000000"	"0.05000000"	"0.00000000"	"0.12500000"	"0.31666667"	"0.04500000"	"0.00000000"	"0.04833333"	"0.07000000"	"0.3100000"	"0.09000000"	"FALSE"
"912"	"1/18/21"	"Ram Head"	"Surface"	"surface"	"G2"	" 55499"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.86000"	"35.70000"	" 77.500"	" 7.500"	"0.0786"	" 0.1120"	" 0.7099"	" 0.0194"	" 5.8653"	NA	NA	" 17083"	" 69830"	" 1261"	" 702972"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"943"	"1/20/21"	"Europa"	"Benthic"	"benthic"	"H2"	" 49932"	" 9.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.67000"	"35.69000"	" 75.900"	" 7.800"	"0.0787"	" 0.2673"	" 0.5812"	" 0.0221"	" 0.5963"	"0.28986825"	"0.12171981"	" 11555"	" 51867"	" 1064"	" 659259"	"0.00"	"0.00000000"	"0.02500000"	"0.02000000"	"0.07750000"	"0.43000000"	"0.02000000"	"0.00000000"	"0.04250000"	"0.11500000"	"0.1300000"	"0.18250000"	"FALSE"
"451"	"11/28/17"	"Dittlif"	"Surface"	"surface"	"F2"	" 50813"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.06000"	"34.62000"	" 76.332"	" 8.931"	"0.1524"	" 0.2217"	" 3.1106"	" 0.0332"	" 0.0449"	NA	NA	" 59850"	" 47208"	"  802"	" 658645"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1041"	"10/22/21"	"Yawzi"	"Benthic"	"benthic"	"H2"	"101642"	" 8.90"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.60135"	"34.69132"	" 95.300"	" 9.700"	"0.1200"	" 0.3000"	" 1.1000"	" 0.0200"	" 0.5100"	"0.12130512"	"0.06496160"	" 24318"	" 54493"	" 1996"	" 621000"	"0.00"	"0.08250000"	"0.03000000"	"0.00000000"	"0.04750000"	"0.32750000"	"0.02500000"	"0.09500000"	"0.04000000"	"0.04000000"	"0.1450000"	"0.17500000"	"FALSE"
"1105"	"6/24/22"	"Booby Rock"	"Benthic"	"benthic"	"F2"	" 50542"	"16.00"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	"28.64000"	"35.79000"	" 71.400"	" 4.500"	"0.1100"	" 0.1000"	" 0.3000"	" 0.0100"	" 0.2400"	"0.19037044"	"0.07182787"	NA	NA	NA	NA	"0.01"	"0.04500000"	"0.02000000"	"0.00000000"	"0.07000000"	"0.27500000"	"0.01000000"	"0.12750000"	"0.15500000"	"0.05500000"	"0.1500000"	"0.12500000"	"FALSE"
"479"	"11/29/17"	"Europa"	"Benthic"	"benthic"	"F2"	" 40523"	" 7.47"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.16000"	"34.75000"	" 76.988"	" 7.333"	"0.1669"	" 0.1537"	" 2.3327"	" 0.0210"	" 0.0451"	"0.27077649"	"0.21128926"	" 55589"	" 47813"	" 3009"	" 519511"	"0.00"	"0.02000000"	"0.00000000"	"0.00000000"	"0.10500000"	"0.53666667"	"0.00000000"	"0.00000000"	"0.02000000"	"0.02333333"	"0.2300000"	"0.12333333"	"FALSE"
"USVI175"	"10/29/16"	"Tektite"	"Benthic"	"benthic"	"L2"	" 59971"	" 8.25"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.52000"	"35.72000"	" 96.504"	" 6.097"	"0.0715"	" 0.1784"	" 1.5036"	" 0.0222"	" 0.1050"	"0.36300000"	NA	" 28842"	"101152"	" 2067"	" 821869"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"446"	"11/28/17"	"Dittlif"	"Surface"	"surface"	"F2"	" 43418"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.06000"	"34.62000"	" 76.332"	" 8.931"	"0.1524"	" 0.2217"	" 3.1106"	" 0.0332"	" 0.0449"	NA	NA	" 59850"	" 47208"	"  802"	" 658645"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"482"	"11/29/17"	"Europa"	"Surface"	"surface"	"G2"	" 43664"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.18000"	"34.62000"	" 75.784"	" 7.240"	"0.1572"	" 0.1985"	" 2.0215"	" 0.0238"	" 0.1919"	NA	NA	" 24694"	" 49036"	"  731"	" 573525"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"436"	"11/27/17"	"Booby Rock"	"Surface"	"surface"	"G2"	" 65375"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 73.386"	" 9.397"	"0.1573"	" 0.0971"	" 2.6029"	" 0.0288"	" 0.1114"	NA	NA	" 57755"	" 43298"	"  844"	" 638072"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"926"	"1/19/21"	"Dittlif"	"Benthic"	"benthic"	"G2"	" 62706"	" 7.70"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.86000"	"35.79000"	" 72.400"	" 9.200"	"0.0782"	" 0.3914"	" 0.4923"	" 0.0442"	" 1.0514"	"0.21285756"	"0.11765128"	"  6263"	" 22624"	"  643"	" 494008"	"0.00"	"0.02666667"	"0.00000000"	"0.00000000"	"0.22250000"	"0.22500000"	"0.02500000"	"0.00000000"	"0.14000000"	"0.03500000"	"0.1850000"	"0.16000000"	"FALSE"
"346"	"7/27/17"	"Tektite"	"Surface"	"surface"	"F2"	" 50764"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.52000"	"34.89000"	" 79.212"	" 8.978"	"0.1577"	" 0.2367"	" 2.3584"	" 0.0378"	" 0.2806"	NA	NA	"111347"	" 17480"	" 1055"	" 848194"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"603"	"11/5/18"	"Tektite"	"Benthic"	"benthic"	"H2"	" 60171"	" 9.85"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.61000"	"33.10000"	" 86.132"	" 4.864"	"0.1399"	" 1.5949"	" 3.4508"	" 0.0053"	" 0.4308"	"0.12885974"	"0.11892621"	" 60441"	" 16861"	" 1097"	" 645834"	"0.00"	"0.03000000"	"0.07600000"	"0.00000000"	"0.21500000"	"0.35333333"	"0.09200000"	"0.10333333"	"0.02000000"	"0.02333333"	"0.1916667"	"0.03500000"	"FALSE"
"1051"	"10/23/21"	"Tektite"	"Surface"	"surface"	"G2"	" 69164"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.30779"	"34.28132"	" 82.200"	" 7.700"	"0.0700"	" 0.0000"	" 2.2000"	" 0.0100"	" 0.2300"	NA	NA	" 60533"	" 64604"	" 1563"	" 884000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"248"	"3/25/17"	"Booby Rock"	"Surface"	"surface"	"H2"	" 45759"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.53000"	"36.78000"	" 72.611"	" 6.411"	"0.1737"	" 0.2752"	" 1.2054"	" 0.0293"	" 0.1330"	NA	NA	" 25439"	" 50920"	" 1097"	" 488770"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"262"	"3/26/17"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 56553"	"10.74"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.49000"	"36.67000"	" 80.099"	" 7.312"	"0.1837"	" 0.3250"	" 1.2487"	" 0.0461"	" 0.2056"	"0.21748911"	"0.11739437"	" 15609"	" 63970"	" 1941"	" 539409"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1015"	"10/21/21"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 61682"	"12.00"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.78689"	"34.89009"	" 77.500"	" 6.700"	"0.0800"	" 0.2000"	" 1.6000"	" 0.0200"	" 0.4100"	"0.29972562"	"0.12787171"	" 12947"	" 78036"	" 2127"	" 783000"	"0.00"	"0.06250000"	"0.00000000"	"0.01000000"	"0.03250000"	"0.07000000"	"0.03333333"	"0.23250000"	"0.11000000"	"0.08750000"	"0.1150000"	"0.28000000"	"FALSE"
"698"	"11/7/18"	"Yawzi"	"Surface"	"surface"	"F2"	" 58128"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.23000"	"33.13000"	" 83.967"	" 3.990"	"0.1458"	" 0.9661"	" 3.0941"	" 0.0086"	" 0.1189"	NA	NA	"118491"	" 68878"	" 2123"	" 764789"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1040"	"10/22/21"	"Yawzi"	"Surface"	"surface"	"G2"	" 48397"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.60672"	"34.58244"	" 75.900"	" 8.200"	"0.0700"	" 0.0000"	" 2.3000"	" 0.0100"	" 0.2900"	NA	NA	" 42859"	" 85587"	" 1746"	" 841000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI124"	"10/28/16"	"Booby Rock"	"Surface"	"surface"	"L2"	" 63129"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.44000"	"35.71000"	" 90.205"	" 6.101"	"0.0366"	" 0.0826"	" 1.6086"	" 0.0147"	" 0.0263"	NA	NA	" 44494"	" 88495"	" 1941"	" 766027"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"638"	"11/6/18"	"Europa"	"Benthic"	"benthic"	"F2"	" 52070"	"14.30"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.50000"	"33.08000"	" 83.426"	" 3.922"	"0.1411"	" 0.8474"	" 2.9319"	"-0.0044"	" 0.1537"	"0.02297420"	"0.46727188"	" 85458"	" 79186"	" 2081"	" 881733"	"0.01"	"0.01000000"	"0.08333333"	"0.00000000"	"0.08333333"	"0.40833333"	"0.03000000"	"0.02500000"	"0.09000000"	"0.05400000"	"0.2583333"	"0.00000000"	"FALSE"
"379"	"7/28/17"	"Europa"	"Surface"	"surface"	"H2"	" 50728"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.58000"	"34.94000"	" 76.447"	" 7.527"	"0.1569"	" 0.0940"	" 2.1518"	" 0.0396"	" 0.0507"	NA	NA	"121008"	" 29447"	" 1884"	" 822895"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"358"	"7/27/17"	"Tektite"	"Benthic"	"benthic"	"G2"	" 54034"	"11.37"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.25000"	"34.92000"	" 73.694"	" 2.883"	"0.1634"	" 0.2799"	" 2.2285"	" 0.0461"	" 0.0477"	"0.20599091"	"0.12935330"	"100688"	" 20306"	" 1364"	" 720352"	"0.01"	"0.04200000"	"0.08500000"	"0.00000000"	"0.26833333"	"0.30333333"	"0.01600000"	"0.00000000"	"0.01500000"	"0.16400000"	"0.1220000"	"0.11000000"	"FALSE"
"USVI182"	"10/29/16"	"Europa"	"Surface"	"surface"	"L2"	" 65771"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.70000"	"35.72000"	"114.221"	" 6.510"	"0.0976"	" 0.2386"	" 1.4159"	" 0.0544"	" 0.2450"	NA	NA	" 32288"	"124425"	" 2067"	" 921066"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
