	date	site	depth	depthtype	Library	Sequences	depth_m	monthyear	yearmonth	prehurricane	disease	disturbance	temp	salinity	npoc	tn	po4	no2no3	silicate	no2	nh4	Chl	Phaeo	pro	syn	peuk	hbact	BleachCoral	CCA	CYAN	DiseasedCoral	HardCoral	Macroalgae	Other	Ramicrusta	SoftCoral	Sponge	Substrate	TurfAlgae	is.neg
510	2017-11-30	Tektite	Surface	surface	G2	70061	0.5	2017November	2017-11	No	No	hurricane	NA	NA	77.748	6.517	0.1543	0.0377	2.3463	0.0155	0.1018	NA	NA	49936	46856	914	616022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
545	2018-04-11	Yawzi	Benthic	benthic	F2	38566	10	2018April	2018-04	No	No	hurricane	27.2	36.49	73.632	5.739	0.1844	0.07	1.4228	0.0184	0.1994	0.33374586	0.22507094	39698	70411	1223	472008	0	0.07	0	0	0.18833333	0.26666667	0.025	0.046	0.10166667	0.03666667	0.2366667	0.068	FALSE
USVI22	2016-06-10	Europa	Surface	surface	L2	62937	0.5	2016June	2016-06	Yes	No	historic	28.78	36.46	82.19	5.858	0.0331	-0.0488	1.2252	-0.0019	0.0006	0.466	NA	82266	55448	1266	687909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
908	2021-01-17	Joels Shoal	Surface	surface	F2	59710	0.5	2021January	2021-01	No	Yes	disease	26.81	35.6	174.3	8.5	0.0699	0.005	2.1243	0.0268	0.5443	NA	NA	25172	80663	1326	793430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1020	2021-10-21	Joels Shoal	Surface	surface	H2	121397	0.5	2021October	2021-10	No	Yes	disease	29.73558	34.86725	73.5	6.1	0.07	0.2	0.9	0.02	0.3	NA	NA	16138	85193	2285	872000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI132	2016-10-28	Sand patch	Surface	surface	L2	58142	0.5	2016October	2016-10	Yes	No	historic	29.63	35.77	132.319	3.9	0.0592	0.236	1.2053	0.0471	0.28	NA	NA	31078	119559	1547	818072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1013	2021-10-21	Cocoloba	Benthic	benthic	G2	60998	6.4	2021October	2021-10	No	Yes	disease	29.69039	34.87366	71.6	7.9	0.09	0.5	1.9	0.04	0.36	0.23134013	0.11853477	11476	51460	1825	659000	0	0.01	0.13	0.07	0.02666667	0.2625	0.06	0.09666667	0.01333333	0	0.2125	0.35	FALSE
946	2021-01-20	Europa	Surface	surface	H2	62876	0.5	2021January	2021-01	No	Yes	disease	26.74	35.69	75.6	9.4	0.0704	0.1325	0.7232	0.0237	7.7039	NA	NA	9822	43069	840	626787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
575	2018-04-12	Europa	Benthic	benthic	G2	46572	10.36	2018April	2018-04	No	No	hurricane	27.4	36.52	106.385	8.9	0.1677	0.1125	1.4229	0.0208	0.1635	1.11603566	1.11060482	25650	55659	788	425475	0	0.01	0.08	0	0.06833333	0.40166667	0.02	0.01	0.055	0.03	0.33	0.11	FALSE
881	2020-08-10	Booby Rock	Benthic	benthic	G2	37676	11	2020August	2020-08	No	Yes	disease	29.37	35.83	76.6	6.9	0.0695	0.2897	2.092	0.0326	0.3582	0.21033161	0.0804071	31672	27312	709	561933	0.01	0.0275	0.315	0.05666667	0.048	0.1	0.16	0.375	0.062	0.04	0.06	0.0875	FALSE
363	2017-07-28	Dittlif	Benthic	benthic	G2	65065	9.27	2017July	2017-07	Yes	No	historic	29.36	34.65	71.046	3.449	0.1682	0.2125	2.1606	0.0655	0.0612	0.14141897	0.09780063	96441	20475	1842	685688	0	0.015	0.01	0	0.11	0.28666667	0.02	0.03	0.07	0.03	0.36	0.17	FALSE
350	2017-07-26	Yawzi	Surface	surface	F2	48299	0.5	2017July	2017-07	Yes	No	historic	29.3	35	73.399	7.335	0.1526	0.3152	1.8891	0.0114	0.0549	NA	NA	74475	53114	1941	644653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
566	2018-04-12	Sand patch	Surface	surface	H2	48379	0.5	2018April	2018-04	No	No	hurricane	27.73	36.5	70.972	6.275	0.1644	0.1079	1.423	0.0193	0.1282	NA	NA	25313	60075	900	481711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
684	2018-11-07	Yawzi	Benthic	benthic	G2	52581	11.5	2018November	2018-11	No	No	hurricane	28.31	33.17	86.01	3.903	0.1408	0.3419	2.6148	-0.0038	0.1175	0.31142806	0.2064488	94908	88256	2095	878414	0	0.025	0	0	0.12166667	0.27666667	0.05833333	0.02666667	0.04833333	0.05833333	0.3683333	0.09333333	FALSE
915	2021-01-18	Booby Rock	Surface	surface	G2	67566	0.5	2021January	2021-01	No	Yes	disease	26.66	35.68	74.4	7.6	0.0787	0.1794	1.012	0.0312	1.5775	NA	NA	20300	70473	1221	757359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
306	2017-03-28	Yawzi	Benthic	benthic	F2	45030	6.28	2017March	2017-03	Yes	No	historic	26.83	36.62	71.928	5.352	0.1787	0.2554	0.9922	0.025	0.1952	0.18290017	0.0905747	35367	75502	2236	318263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
672	2018-11-06	Cocoloba	Surface	surface	F2	43746	0.5	2018November	2018-11	No	No	hurricane	28.52	33.09	78.551	5.615	0.1515	1.1686	2.0692	0.0236	0.0544	NA	NA	44536	61538	2278	464456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
819	2020-08-07	Cocoloba	Benthic	benthic	H2	56547	6.5	2020August	2020-08	No	Yes	disease	29.3	35.37	76	9.2	0.0616	0.258	1.8353	0.0445	0.3623	0.07675701	0.06701658	39287	8850	420	320011	0	0.04	0.01333333	0	0.08833333	0.45166667	0.01	0.06	0.03166667	0.025	0.1383333	0.18666667	FALSE
676	2018-11-06	Cocoloba	Surface	surface	F2	63847	0.5	2018November	2018-11	No	No	hurricane	28.52	33.09	78.551	5.615	0.1515	1.1686	2.0692	0.0236	0.0544	NA	NA	44536	61538	2278	464456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
316	2017-03-28	Europa	Surface	surface	G2	44499	0.5	2017March	2017-03	Yes	No	historic	26.9	36.68	82.716	6.073	0.165	0.0966	0.9736	0.0015	0.1657	NA	NA	44255	96356	1786	403341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
441	2017-11-27	Booby Rock	Benthic	benthic	G2	62441	12.7	2017November	2017-11	No	No	hurricane	NA	NA	86.673	10.853	0.1579	0.0871	2.6131	0.0192	0.0335	0.23108218	0.11415364	64181	43481	844	647508	0.03	0	0	0.01	0.13166667	0.085	0.03833333	0	0.34	0.025	0.3833333	0.36333333	FALSE
865	2020-08-09	Europa	Benthic	benthic	H2	54703	9.2	2020August	2020-08	No	Yes	disease	29.42	35.83	76.7	6.9	0.0691	0.2319	2.1174	0.054	0.5471	0.16474853	0.08629023	19959	29085	630	577992	0	0.0225	0.02333333	0.06	0.09	0.52666667	0.01666667	0.072	0.03	0.06166667	0.1025	0.12333333	FALSE
1061	2021-10-25	Booby Rock	Benthic	benthic	F2	51539	14	2021October	2021-10	No	Yes	disease	29.41529	34.27755	293.3	7.7	0.1	0.2	3.3	0.01	0.38	0.12081438	0.05600545	42150	38289	1182	761000	0	0.0375	0.03	0	0.06	0.1225	0.025	0.1275	0.1725	0.0875	0.0975	0.2625	FALSE
870	2020-08-09	Dittlif	Surface	surface	G2	52991	0.5	2020August	2020-08	No	Yes	disease	29.56	35.74	77.2	9.4	0.0609	0.057	2.1879	0.0548	0.3557	0.18975435	0.08265633	28835	27141	735	670617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
631	2018-11-06	Sand patch	Benthic	benthic	H2	65160	9.9	2018November	2018-11	No	No	hurricane	28.18	33.01	87.846	3.73	0.1341	0.3787	3.1141	0.0016	0.0887	0.30121731	0.18166056	115566	73997	1913	925059	0	0	0	0	0	0.02	0	0	0	0	0.9866667	0	FALSE
342	2017-07-26	Sand patch	Benthic	benthic	H2	51130	9.5	2017July	2017-07	Yes	No	historic	29.08	34.89	74.245	7.77	0.1688	0.1842	1.9775	0.0299	0.0186	0.18979243	0.09726757	71606	52594	2306	718088	0	0	0	0	0	0.12333333	0	0	0	0	0.8766667	0	FALSE
822	2020-08-07	Joels Shoal	Surface	surface	H2	41149	0.5	2020August	2020-08	No	Yes	disease	29.47	35.5	79.3	10.1	0.0537	0.0755	2.3233	0.0247	0.3093	0.10695245	0.03668687	79954	21823	473	569943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
539	2018-04-11	Ram Head	Surface	surface	G2	51276	0.5	2018April	2018-04	No	No	hurricane	27.31	36.28	74.165	6.514	0.1688	0.0667	1.2653	0.0222	0.1004	NA	NA	67359	58528	1223	533123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
848	2020-08-08	Ram Head	Benthic	benthic	H2	58391	9.2	2020August	2020-08	No	Yes	disease	29.57	35.95	78.2	8.4	0.0611	0.1389	1.6171	0.0314	0.5491	0.24061564	0.11600094	34337	71208	604	739186	0	0.05	0.025	0.02	0.135	0.3825	0.02	0.125	0.0725	0.04333333	0.135	0.05333333	FALSE
821	2020-08-07	Cocoloba	Surface	surface	G2	41859	0.5	2020August	2020-08	No	Yes	disease	29.33	35.35	79.5	7.3	0.0534	0.0255	2.0342	0.0235	0.2699	0.09670079	0.05318318	65707	15455	315	482243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1017	2021-10-21	Joels Shoal	Benthic	benthic	H2	53756	12	2021October	2021-10	No	Yes	disease	29.78689	34.89009	77.5	6.7	0.08	0.2	1.6	0.02	0.41	0.30249801	0.13516967	12947	78036	2127	783000	0	0.0625	0	0.01	0.0325	0.07	0.03333333	0.2325	0.11	0.0875	0.115	0.28	FALSE
489	2017-11-29	Yawzi	Surface	surface	H2	53175	0.5	2017November	2017-11	No	No	hurricane	28.22	34.78	81.739	6.867	0.1672	0.2018	2.4951	0.0307	0.1354	NA	NA	55069	115228	1308	827423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
820	2020-08-07	Cocoloba	Benthic	benthic	F2	51225	6.5	2020August	2020-08	No	Yes	disease	29.3	35.37	76	9.2	0.0616	0.258	1.8353	0.0445	0.3623	0.08341114	0.07366335	39287	8850	420	320011	0	0.04	0.01333333	0	0.08833333	0.45166667	0.01	0.06	0.03166667	0.025	0.1383333	0.18666667	FALSE
1104	2022-06-24	Ram Head	Surface	surface	H2	43651	0.5	2022June	2022-06	No	Yes	disease	29.3	35.8	86	7	0.07	-0.1	0	0	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
904	2021-01-17	Joels Shoal	Benthic	benthic	G2	56610	10	2021January	2021-01	No	Yes	disease	26.79	35.63	80.8	10.3	0.0741	0.0844	2.1116	0.0161	0.5645	0.3305299	0.13528311	20405	71143	1221	774535	0	0.01	0.04	0.05	0.09	0.06	0.08	0.0725	0.2575	0.1925	0.05	0.2075	FALSE
960	2021-01-24	Yawzi	Benthic	benthic	G2	60919	7	2021January	2021-01	No	Yes	disease	26.79	35.74	83.2	5.9	0.0742	0.1038	0.3636	0.0217	3.9467	0.266457	0.10278395	19053	59693	1169	676946	0	0.0275	0.01	0.1275	0.1375	0.1275	0.07333333	0.025	0.0325	0.1325	0.13	0.28	FALSE
1129	2022-06-26	Dittlif	Benthic	benthic	G2	54300	8.5	2022June	2022-06	No	Yes	disease	NA	NA	65.7	5.9	0.18	0.5	0.8	0.03	0.42	0.19529912	0.13403485	NA	NA	NA	NA	0	0.055	0	0	0.09666667	0.325	0.04	0.015	0.035	0.02666667	0.2275	0.24	FALSE
362	2017-07-28	Europa	Surface	surface	F2	41477	0.5	2017July	2017-07	Yes	No	historic	29.58	34.94	76.447	7.527	0.1569	0.094	2.1518	0.0396	0.0507	NA	NA	121008	29447	1884	822895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
287	2017-03-27	Dittlif	Benthic	benthic	F2	46225	5.45	2017March	2017-03	Yes	No	historic	26.62	36.68	72.67	6.344	0.1681	0.1719	1.1062	0.0196	0.1326	0.20778889	0.10448421	23147	76177	1955	447398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1131	2022-06-26	Dittlif	Benthic	benthic	H2	67317	8.5	2022June	2022-06	No	Yes	disease	NA	NA	65.7	5.9	0.18	0.5	0.8	0.03	0.42	0.18242978	0.13529689	NA	NA	NA	NA	0	0.055	0	0	0.09666667	0.325	0.04	0.015	0.035	0.02666667	0.2275	0.24	FALSE
261	2017-03-26	Joels Shoal	Benthic	benthic	H2	67013	10.74	2017March	2017-03	Yes	No	historic	26.49	36.67	80.099	7.312	0.1837	0.325	1.2487	0.0461	0.2056	0.21748911	0.11739437	15609	63970	1941	539409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1050	2021-10-23	Ram Head	Benthic	benthic	F2	54795	6.9	2021October	2021-10	No	Yes	disease	29.31794	34.44338	89.2	9.2	0.09	0.2	1.7	0.02	0.24	0.24448869	0.16593034	40141	69016	1760	766000	0	0.06666667	0.02	0	0.05	0.1475	0.0475	0.23	0.07	0.0525	0.17	0.2025	FALSE
808	2020-08-06	Yawzi	Benthic	benthic	H2	59498	8.4	2020August	2020-08	No	Yes	disease	NA	NA	80.6	8	0.0575	-0.005	1.4052	0.0227	0.2312	0.22517927	0.06730626	39117	63094	932	632906	0	0.06	0.01	0.01666667	0.15166667	0.18666667	0.028	0.17833333	0.03666667	0.06	0.1266667	0.16333333	FALSE
USVI201	2016-10-29	Yawzi	Surface	surface	L2	61198	0.5	2016October	2016-10	Yes	No	historic	29.65	35.75	108.746	5.903	0.0304	0.1849	1.2725	0.0326	0.0088	NA	NA	37153	91167	1406	787106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
290	2017-03-27	Dittlif	Surface	surface	H2	55424	0.5	2017March	2017-03	Yes	No	historic	26.61	36.7	71.851	5.523	0.1734	0.2521	0.9798	0.0133	0.2688	NA	NA	21938	67570	2264	422367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1003	2021-10-20	Europa	Benthic	benthic	G2	59802	7.1	2021October	2021-10	No	Yes	disease	29.93186	35.09782	92.8	8.5	0.12	0.5	1.4	0.03	0.46	0.3773524	0.14139449	0	84116	2902	1060000	0	0.01	0.105	0.02	0.055	0.4125	0.015	0.03666667	0.0225	0.05	0.1375	0.1875	FALSE
955	2021-01-24	Yawzi	Surface	surface	F2	50316	0.5	2021January	2021-01	No	Yes	disease	26.97	35.85	79.6	7.6	0.0825	0.0537	0.6522	-0.0024	0.8767	NA	NA	18068	72088	1405	735168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
618	2018-11-05	Booby Rock	Surface	surface	H2	58750	0.5	2018November	2018-11	No	No	hurricane	28.65	33.12	87.994	3.724	0.1509	0.8755	3.5985	0.0084	0.0456	NA	NA	90788	22430	984	884475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
249	2017-03-25	Tektite	Surface	surface	F2	58921	0.5	2017March	2017-03	Yes	No	historic	26.57	36.68	76.803	6.212	0.1762	0.2785	1.3567	0.0469	0.1494	NA	NA	25594	65559	1406	637284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1014	2021-10-21	Dittlif	Benthic	benthic	H2	68266	7.5	2021October	2021-10	No	Yes	disease	29.7816	34.89886	72.1	7.1	0.1	0.7	0.8	0.05	0.31	0.23854833	0.12335418	9585	50291	1628	632000	0	0.03333333	0	0	0.1	0.24	0.02	0.02	0.0775	0.0225	0.23	0.285	FALSE
810	2020-08-06	Yawzi	Benthic	benthic	G2	54873	8.4	2020August	2020-08	No	Yes	disease	NA	NA	80.6	8	0.0575	-0.005	1.4052	0.0227	0.2312	0.22579536	0.07217851	39117	63094	932	632906	0	0.06	0.01	0.01666667	0.15166667	0.18666667	0.028	0.17833333	0.03666667	0.06	0.1266667	0.16333333	FALSE
841	2020-08-08	Ram Head	Benthic	benthic	F2	50251	9.2	2020August	2020-08	No	Yes	disease	29.57	35.95	78.2	8.4	0.0611	0.1389	1.6171	0.0314	0.5491	0.21624603	0.10272753	34337	71208	604	739186	0	0.05	0.025	0.02	0.135	0.3825	0.02	0.125	0.0725	0.04333333	0.135	0.05333333	FALSE
356	2017-07-26	Sand patch	Benthic	benthic	F2	56224	9.5	2017July	2017-07	Yes	No	historic	29.08	34.89	74.245	7.77	0.1688	0.1842	1.9775	0.0299	0.0186	0.18979243	0.09726757	71606	52594	2306	718088	0	0	0	0	0	0.12333333	0	0	0	0	0.8766667	0	FALSE
241	2017-03-25	Tektite	Benthic	benthic	G2	51991	6.82	2017March	2017-03	Yes	No	historic	26.53	36.63	67.332	5.5	0.1815	0.2818	1.3691	0.0347	0.1457	0.21774438	0.12358629	26227	61973	1533	612408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
949	2021-01-23	Tektite	Surface	surface	F2	54488	0.5	2021January	2021-01	No	Yes	disease	26.86	35.81	74.8	6.9	0.07	0.1244	2.4264	0.0323	0.7767	NA	NA	19539	49030	762	548041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI177	2016-10-29	Yawzi	Benthic	benthic	L2	53436	11.25	2016October	2016-10	Yes	No	historic	29.53	35.75	109.683	7.047	0.2057	0.8269	1.8878	0.1057	0.3247	0.363	NA	0	49584	2602	434208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
909	2021-01-18	Booby Rock	Benthic	benthic	G2	47579	7.5	2021January	2021-01	No	Yes	disease	26.65	35.67	75.4	6.2	0.07	0.1147	1.9959	0.0169	1.2034	0.44666203	0.16478372	21233	72206	1287	825062	0	0.05	0	0.06	0.16	0.025	0.08	0.06	0.24	0.1025	0.06	0.325	FALSE
286	2017-03-27	Cocoloba	Benthic	benthic	H2	59211	7.01	2017March	2017-03	Yes	No	historic	26.57	36.66	70.077	6.416	0.1675	0.2153	1.1248	0.0312	0.102	0.12418832	0.085966	19434	64617	2095	456117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
540	2018-04-11	Yawzi	Benthic	benthic	H2	44978	10	2018April	2018-04	No	No	hurricane	27.2	36.49	73.632	5.739	0.1844	0.07	1.4228	0.0184	0.1994	0.33374586	0.22507094	39698	70411	1223	472008	0	0.07	0	0	0.18833333	0.26666667	0.025	0.046	0.10166667	0.03666667	0.2366667	0.068	FALSE
951	2021-01-23	Tektite	Benthic	benthic	H2	56545	10	2021January	2021-01	No	Yes	disease	26.72	35.81	77.5	7.8	0.0908	0.4391	1.5008	0.0368	0.2902	0.1778639	0.07740136	16729	48256	670	518365	0	0.0225	0.18	0.045	0.28	0.3025	0.015	0.03333333	0.0325	0.0575	0.0475	0.045	FALSE
601	2018-11-05	Ram Head	Benthic	benthic	F2	48360	10.32	2018November	2018-11	No	No	hurricane	28.61	33.16	82.088	5.041	0.1536	0.9788	3.4386	0.0106	0.0658	0.15954307	0.1381625	70805	16819	802	709622	0	0.02	0.036	0	0.06	0.36	0.022	0.12666667	0.03333333	0.02	0.3933333	0.19	FALSE
503	2017-11-30	Sand patch	Surface	surface	G2	56673	0.5	2017November	2017-11	No	No	hurricane	27.98	34.71	75.31	7.622	0.1635	0.1491	2.5288	0.0329	0.2489	NA	NA	44480	48066	1153	622744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
614	2018-11-05	Tektite	Surface	surface	G2	47216	0.5	2018November	2018-11	No	No	hurricane	28.66	33.07	85.289	3.893	0.1393	1.155	3.619	0.0071	0.0704	NA	NA	88116	24947	1238	849347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
930	2021-01-19	Cocoloba	Surface	surface	H2	47477	0.5	2021January	2021-01	No	Yes	disease	26.81	35.81	75.4	9.3	0.0867	0.3821	1.0698	0.0467	0.9264	NA	NA	9796	37029	657	544443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
239	2017-03-25	Booby Rock	Benthic	benthic	H2	63796	5.86	2017March	2017-03	Yes	No	historic	26.53	36.76	76.524	6.1	0.176	0.2802	1.224	0.0348	0.1325	0.1666906	0.09538658	23766	47967	1350	455386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI114	2016-10-28	Ram Head	Benthic	benthic	L2	52972	10.9	2016October	2016-10	Yes	No	historic	29.5	34.3	88.65	5.753	0.0401	0.3475	1.359	0.0382	0.0525	0.372	NA	25734	82533	1969	656086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI131	2016-10-28	Joels Shoal	Surface	surface	L2	66347	0.5	2016October	2016-10	Yes	No	historic	29.56	35.73	140.066	8.31	0.0352	0.0564	1.3109	0.0181	0	NA	NA	36844	119447	1378	763833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
365	2017-07-28	Dittlif	Surface	surface	H2	45760	0.5	2017July	2017-07	Yes	No	historic	29.39	34.94	106.757	18.021	0.1553	0.5514	2.0455	0.0163	0.1877	NA	NA	112542	24877	1814	745973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
21	2016-06-10	Europa	Benthic	benthic	G2	45164	11.64	2016June	2016-06	Yes	No	historic	28.73	36.48	149.73	13.806	0.0375	0.1507	1.225	0.0025	0.028	0.574	NA	0	32569	4261	415195	0	0.01	0.03	0	0.095	0.42666667	0.025	0	0.06	0.04333333	0.3516667	0	FALSE
602	2018-11-05	Booby Rock	Benthic	benthic	G2	38167	16	2018November	2018-11	No	No	hurricane	28.5	33.11	86.377	4.3	0.1438	1.674	3.6231	-0.0023	0.2363	0.14759648	0.10986025	88847	26719	1575	889847	0	0.03	0.03	0	0.13333333	0.14333333	0.038	0	0.14166667	0.05166667	0.4583333	0	FALSE
1142	2022-06-24	Ram Head	Surface	surface	G2	69343	0.5	2022June	2022-06	No	Yes	disease	29.3	35.8	86	7	0.07	-0.1	0	0	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1064	2021-10-25	Booby Rock	Surface	surface	F2	43622	0.5	2021October	2021-10	No	Yes	disease	29.33032	33.93032	85.7	6.1	0.07	0.1	4.2	0.01	0.27	NA	NA	51670	41677	985	828000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
285	2017-03-27	Dittlif	Benthic	benthic	G2	53898	5.45	2017March	2017-03	Yes	No	historic	26.62	36.68	72.67	6.344	0.1681	0.1719	1.1062	0.0196	0.1326	0.20778889	0.10448421	23147	76177	1955	447398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
307	2017-03-28	Yawzi	Benthic	benthic	G2	47909	6.28	2017March	2017-03	Yes	No	historic	26.83	36.62	71.928	5.352	0.1787	0.2554	0.9922	0.025	0.1952	0.18290017	0.0905747	35367	75502	2236	318263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1144	2022-06-24	Ram Head	Benthic	benthic	F2	58428	10.3	2022June	2022-06	No	Yes	disease	29.4	25.8	73.1	4.1	0.08	0.1	0.1	0.01	0.28	0.26122028	0.10064866	NA	NA	NA	NA	0	0	0.02	0	0.0275	0.29	0.0125	0.055	0.1	0.0175	0.06	0.615	FALSE
1116	2022-06-25	Cocoloba	Benthic	benthic	H2	45372	6.5	2022June	2022-06	No	Yes	disease	NA	NA	69.9	5.2	0.08	0.3	0.3	0.03	0.29	0.15463747	0.07373479	NA	NA	NA	NA	0.01	0.03	0	0	0.04	0.2375	0.015	0.07333333	0.035	0.02	0.2175	0.415	FALSE
549	2018-04-11	Yawzi	Surface	surface	H2	55868	0.5	2018April	2018-04	No	No	hurricane	27.64	36.48	84.339	7.435	0.1754	0.1229	1.5816	0.0237	0.2983	NA	NA	52734	90872	1153	713405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
269	2017-03-26	Joels Shoal	Surface	surface	H2	59658	0.5	2017March	2017-03	Yes	No	historic	26.49	36.7	74.5	5.702	0.1839	0.2468	1.2425	0.0522	0.142	NA	NA	15905	70650	1927	619453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
910b	2021-01-18	Ram Head	Benthic	benthic	H2	42038	7	2021January	2021-01	No	Yes	disease	26.65	35.65	78.2	8.5	0.0823	0.1134	0.4213	0.0308	0.5419	0.34377574	0.14372725	17648	69016	1379	718821	0	0.06	0.03333333	0	0.1175	0.155	0.05	0.085	0.095	0.1675	0.0725	0.1875	FALSE
USVI20	2016-06-10	Yawzi	Surface	surface	L2	62112	0.5	2016June	2016-06	Yes	No	historic	28.88	36.38	76.968	4.557	0.0409	0.0961	1.0213	0.0023	0.0955	0.135	NA	65798	49402	1209	619664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
449	2017-11-28	Cocoloba	Benthic	benthic	G2	69966	9	2017November	2017-11	No	No	hurricane	28.11	34.75	72.785	8.406	0.1586	0.3347	2.3054	0.0428	0.0784	0.16030887	0.10619613	56967	32048	703	510638	0.01	0	0	0.01	0.14166667	0.45166667	0.035	0	0.02666667	0.036	0.23	0.105	FALSE
1062	2021-10-25	Booby Rock	Benthic	benthic	G2	61493	14	2021October	2021-10	No	Yes	disease	29.41529	34.27755	293.3	7.7	0.1	0.2	3.3	0.01	0.38	0.1324584	0.05788669	42150	38289	1182	761000	0	0.0375	0.03	0	0.06	0.1225	0.025	0.1275	0.1725	0.0875	0.0975	0.2625	FALSE
1127	2022-06-27	Yawzi	Surface	surface	H2	59205	0.5	2022June	2022-06	No	Yes	disease	NA	NA	75.7	7.2	0.08	0	0.7	0.01	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
340	2017-07-27	Joels Shoal	Surface	surface	G2	58676	0.5	2017July	2017-07	Yes	No	historic	29.2	34.93	81.019	9.472	0.1518	0.2105	2.2374	0.0309	0.1597	NA	NA	122470	23147	1617	866798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
585	2018-04-13	Dittlif	Surface	surface	H2	66699	0.5	2018April	2018-04	No	No	hurricane	27.31	36.53	71.542	7.05	0.1826	0.208	1.2655	0.0397	0.1801	NA	NA	8789	37280	478	549169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI185	2016-10-29	Yawzi	Surface	surface	L2	58757	0.5	2016October	2016-10	Yes	No	historic	29.65	35.75	115.114	7.331	0.0499	0.0262	1.2538	0.0239	0.0525	NA	NA	35381	94275	2081	869977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
840	2020-08-08	Ram Head	Surface	surface	H2	60991	0.5	2020August	2020-08	No	Yes	disease	29.82	35.9	77.7	9.4	0.0569	0.2543	1.7583	0.0266	0.3392	0.18759805	0.0770662	29702	60205	551	700437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
